ID,Age,Gender,LicenceCountry,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Premium
B90815096,27,M,UK,6,0,3,1200,5,Garage,18,228.01
A62457381,19,M,UK,1,0,0,1400,3,Garage,2,162.02
A28421393,24,M,UK,7,8,0,1200,4,Garage,1,208.39
B37236641,21,F,UK,3,0,3,1400,3,Garage,2,197.61
A53471268,19,F,UK,1,0,0,1600,7,Garage,1,169.19
A29020185,48,F,UK,24,0,0,1200,4,Garage,1,193.13
B41629798,39,F,UK,5,0,3,1200,3,Garage,3,206.68
A30653897,30,M,UK,7,0,4,1400,3,Garage,11,228.45
A92282531,63,F,UK,40,0,1,1400,6,Garage,1,215.57
A42453908,77,M,UK,3,0,3,1400,2,Garage,15,217
A11299621,42,F,UK,21,0,2,1200,6,Garage,2,217.2
A36074827,20,M,UK,1,0,1,1200,6,Drive,2,188.91
B77559505,76,M,UK,23,0,0,1200,4,Road,1,220.46
A65147937,62,F,UK,19,0,4,1600,5,Garage,3,239.32
B43870933,66,M,UK,33,0,4,1600,6,Garage,12,257.87
B85062378,74,M,UK,40,4,1,1200,5,Garage,1,230.99
A66828006,41,M,UK,17,0,2,1200,2,Drive,1,211.87
B77886679,44,F,UK,13,0,1,1600,5,Garage,15,213.14
A16177212,25,M,UK,6,4,1,1200,2,Garage,4,197.31
B569223,46,F,UK,12,0,0,1400,4,Garage,6,192.01
A65796677,18,F,UK,1,0,1,1200,5,Drive,2,181.63
A97586196,54,F,UK,28,0,2,1600,3,Road,15,244.11
B25551066,31,M,UK,6,0,3,1200,6,Garage,11,225.95
B37568926,73,F,UK,40,0,4,1200,2,Garage,1,231.33
B83447746,80,M,UK,46,0,4,1400,6,Road,2,273.4
B52388403,25,M,UK,5,0,3,1400,6,Garage,2,216.34
A79846587,24,M,UK,6,0,4,1200,6,Garage,8,231.5
B27516215,42,F,UK,17,0,3,1800,6,Garage,2,227.53
A64438515,53,F,UK,13,0,0,1600,7,Garage,2,198.72
B47675534,51,M,UK,4,0,1,1400,3,Garage,19,204.61
B2321929,71,M,UK,1,0,3,1600,6,Garage,4,214.08
A34126490,62,F,UK,34,0,3,1200,4,Garage,4,230.36
B95212749,48,F,UK,21,0,1,1400,3,Garage,2,199.8
A56263617,43,F,UK,23,0,4,1200,3,Garage,1,228.07
B75765495,62,F,UK,41,0,3,1400,3,Garage,5,229.59
A1509888,26,F,UK,2,0,2,1200,2,Garage,12,187.9
A13968260,39,M,UK,13,0,3,1200,4,Garage,14,230.96
B92519481,59,F,UK,35,0,0,1200,3,Garage,1,193.96
B25420841,63,M,UK,29,0,3,1600,3,Garage,4,230.82
A65381757,24,F,UK,6,0,3,1400,6,Garage,3,214.27
A79500952,62,F,UK,22,0,4,1200,2,Garage,1,225.24
A43269259,55,M,UK,5,0,3,1600,5,Road,1,240.08
A9197279,49,F,UK,9,0,0,2000,4,Road,3,209.6
A72605400,68,M,UK,45,0,4,2400,5,Garage,2,252.18
B19618208,22,F,UK,4,0,0,1400,3,Garage,12,178.29
B76601606,39,M,UK,20,0,4,1600,5,Drive,4,248.82
B76427350,76,F,UK,23,0,3,1400,3,Road,19,257.8
B76315436,19,M,UK,1,0,0,1200,3,Garage,19,174.85
A12152582,63,M,UK,43,0,4,1200,6,Garage,6,253.38
B24978603,49,M,UK,31,0,2,1400,3,Garage,1,216.28
B35626919,36,M,UK,18,0,2,1200,4,Road,1,232.53
B68552099,75,F,UK,27,0,4,1400,4,Road,3,260.01
B79709807,41,F,UK,20,0,3,1400,5,Drive,1,232.15
B78622537,72,M,UK,10,0,3,1600,4,Garage,4,227.21
A54779077,34,M,UK,2,8,0,1200,2,Garage,2,192.72
A83093502,60,M,UK,38,0,3,1600,5,Road,7,261.8
A59208953,52,M,UK,7,0,0,1200,3,Garage,9,190.48
B74331845,70,M,UK,2,0,1,1200,2,Road,1,201.03
B44200298,69,F,UK,24,0,3,1200,2,Garage,6,220.79
A70306339,24,F,UK,1,4,1,1200,5,Garage,1,188.47
B3266326,49,M,UK,10,0,3,1400,3,Road,1,237.22
A95239039,33,M,UK,11,0,3,1600,6,Garage,2,225.53
A88149601,80,F,UK,33,0,4,1400,2,Garage,8,236.89
B80113359,73,F,UK,38,8,1,1200,5,Garage,11,247.8
A31429722,64,M,UK,38,0,0,1200,4,Garage,1,203.11
B88017965,21,F,UK,4,0,2,1600,5,Garage,11,204.59
B37657566,57,M,UK,5,0,1,1200,5,Garage,17,211.73
A49310104,36,M,UK,3,0,2,1400,7,Garage,6,210.42
A77830263,31,M,UK,12,0,3,1400,6,Garage,2,225.06
A42995281,24,M,UK,6,0,4,1200,6,Garage,1,225.9
A42377380,19,F,UK,2,0,3,1400,6,Garage,9,208.41
B3795300,49,M,UK,15,0,0,1400,4,Garage,5,197.5
A65190474,54,F,UK,4,0,3,1600,5,Road,4,236.55
B75447287,50,M,UK,17,8,3,1200,4,Garage,5,254.56
A85157399,59,M,UK,31,0,2,1200,2,Garage,8,217.18
B23850209,36,M,UK,18,0,4,1200,5,Road,20,270.7
A75674654,55,F,UK,1,0,1,1200,6,Garage,8,189.8
B38661098,77,F,UK,6,4,1,1200,6,Road,8,240.16
A55300832,69,F,UK,36,0,0,1200,6,Road,12,233.48
B77960285,67,M,UK,12,0,4,1400,2,Garage,1,225.78
B28937386,61,F,UK,25,0,3,1200,6,Garage,2,231.58
B9761325,68,F,UK,28,0,0,1400,6,Garage,8,208.92
A83737251,70,M,UK,4,0,4,1600,5,Road,16,262.23
B74543016,78,M,UK,12,0,4,1200,6,Garage,5,244.07
A11126101,39,M,UK,17,0,1,1600,6,Garage,2,210.35
A97079384,49,F,UK,5,0,1,1200,3,Garage,15,198.11
A48210316,55,M,UK,8,0,3,1400,4,Road,9,246.6
A23781443,33,F,UK,16,0,2,1200,5,Garage,18,223.46
B92960346,19,F,UK,2,0,4,1400,5,Garage,8,215.18
B71500147,76,F,UK,19,0,1,1400,7,Road,9,239.57
A54819784,41,F,UK,23,0,4,1200,2,Road,1,242.28
A50464953,23,F,UK,6,0,0,1400,5,Garage,5,183.1
B91219668,64,F,UK,44,0,4,1600,4,Garage,3,243.32
B80758990,52,F,UK,14,0,2,1400,6,Road,10,242.83
B62292337,34,F,UK,9,4,3,1200,6,Garage,1,231.26
B30934243,40,M,UK,13,0,1,1200,4,Garage,13,210.36
A13876939,30,F,UK,10,0,0,1200,2,Garage,1,173.12
A9057989,51,F,UK,1,0,2,1400,4,Garage,4,191.36
A78835705,49,F,UK,21,0,1,1200,3,Garage,9,204.79
A44611161,19,F,UK,1,0,0,1400,3,Garage,1,157.22
B70971441,38,F,UK,4,0,4,1400,4,Garage,2,218.5
A98358174,20,F,UK,3,4,4,1400,6,Drive,1,237
B59359371,51,F,UK,14,0,2,1200,4,Garage,4,211.7
A7186355,18,F,UK,1,0,4,1200,5,Garage,7,207.63
B24220502,24,F,UK,6,0,0,1600,6,Garage,13,192.94
A76448110,77,M,UK,39,0,1,1200,5,Road,8,243.37
B22435863,50,M,UK,30,0,0,1400,4,Road,15,231.21
A88693333,44,F,UK,17,0,4,1200,4,Garage,9,236.07
B75052365,76,F,UK,59,4,2,1600,4,Road,4,261.17
B65615656,80,F,UK,17,0,1,1400,6,Drive,4,221.03
B82649281,67,F,UK,50,0,4,1400,6,Garage,1,247.84
B10326076,47,M,UK,28,0,0,1400,4,Garage,6,202.96
B36805472,19,M,UK,2,0,2,1600,7,Road,1,218.73
A23484744,75,M,UK,58,0,1,1400,3,Drive,4,225.09
B5520221,27,F,UK,9,0,4,1400,6,Garage,3,228.46
A84813473,18,M,UK,1,0,4,1200,5,Garage,3,208.43
A46216486,70,M,UK,23,0,2,1400,2,Garage,2,212.14
A72730521,31,M,UK,6,0,3,1200,5,Garage,2,216.32
A62611594,29,M,UK,3,0,4,1400,3,Road,5,236.6
B7973330,74,M,UK,40,0,0,1200,3,Garage,1,200.84
A27193478,28,M,UK,1,0,4,1400,2,Garage,1,198.92
B44725015,39,M,UK,6,0,3,1200,4,Garage,4,216.78
B36414886,59,F,UK,9,0,3,1200,5,Garage,1,219.91
A85422808,62,M,UK,27,0,3,2000,7,Garage,9,246.53
A71238069,27,M,UK,1,0,4,1800,4,Garage,4,211.53
B23020396,46,F,UK,17,0,2,1600,4,Garage,2,212.27
B62461658,45,F,UK,15,0,4,1400,5,Drive,12,249.4
B36583648,78,M,UK,27,0,3,1200,2,Garage,3,224.31
A91277862,55,M,UK,28,0,2,1400,5,Garage,1,223.2
B30332480,39,F,UK,14,8,1,1200,6,Drive,1,237.23
B24157562,51,F,UK,34,0,1,1800,4,Drive,17,229.23
B15768686,39,F,UK,14,0,1,2800,7,Road,9,235.25
A64119919,52,F,UK,5,8,0,1400,6,Garage,6,218.06
B81685748,60,M,UK,17,0,3,1200,5,Garage,6,233.13
B68016235,23,F,UK,5,0,1,1400,6,Garage,4,193.27
B52911472,53,M,UK,33,0,0,1600,4,Garage,16,213.91
B34617539,76,M,UK,40,0,3,1400,3,Garage,5,235.03
A48839557,50,F,UK,10,0,3,1600,4,Garage,1,217.89
A71109017,29,M,UK,9,0,2,1200,4,Garage,1,205.25
B67285874,44,F,UK,14,4,2,1400,7,Garage,14,240.09
A52567539,44,M,UK,21,0,2,1200,5,Road,6,242.34
B50035556,25,M,UK,6,0,4,1400,3,Garage,11,225.75
A67997460,68,M,UK,43,0,4,1400,6,Garage,15,261.96
B11295462,69,F,UK,14,8,3,1400,4,Garage,1,249.16
B78793579,78,F,UK,30,0,0,1200,4,Garage,8,204.4
B88460860,71,M,UK,11,0,4,1200,3,Garage,4,232.58
B41849781,57,M,UK,2,0,1,1200,5,Garage,7,196.4
B51894174,34,M,UK,10,0,2,1400,6,Garage,16,225.54
A50373098,57,F,UK,30,0,4,1800,4,Garage,8,243.92
A31161422,71,M,UK,53,0,2,1200,5,Garage,16,241.57
B83112603,50,F,UK,15,0,1,1600,6,Garage,17,219.34
A98157971,45,F,UK,4,0,4,1400,3,Garage,11,223.21
A30452415,52,M,UK,1,0,4,1200,5,Garage,3,216.92
A18690509,44,M,UK,23,0,1,1400,4,Garage,1,206.86
B80312437,63,M,UK,24,0,2,1600,3,Garage,16,228.91
A83224608,76,M,UK,21,0,3,1400,3,Garage,13,236.27
A40047106,44,M,UK,25,0,3,2000,4,Garage,3,230.91
A48759076,48,F,UK,20,0,0,1400,5,Garage,10,202.62
B10506978,41,F,UK,20,0,1,1600,5,Garage,2,205.62
B55530387,26,M,UK,9,0,1,1200,3,Garage,7,195.34
B7289965,21,F,UK,1,0,4,1400,5,Garage,1,204.84
B1804922,79,M,UK,48,4,2,1600,2,Garage,2,232.99
A83977089,33,F,UK,7,0,2,1400,3,Drive,4,207.61
B49301314,30,F,UK,1,0,0,1400,5,Drive,15,186.89
A98536481,31,M,UK,11,0,1,1200,2,Garage,3,189.75
A26120674,67,M,UK,12,0,1,1400,2,Road,7,220.58
A70317380,67,F,UK,19,4,3,1200,4,Garage,3,238.86
B40749538,27,M,UK,6,0,3,1600,6,Garage,12,227.08
B77688005,61,M,UK,44,0,3,1400,4,Road,3,256.27
B15933268,53,M,UK,11,8,2,1200,3,Drive,4,244.91
A35522163,79,F,UK,2,0,2,1200,4,Garage,6,201.24
A2970434,24,F,UK,1,0,2,1200,6,Road,1,207.56
B48680075,20,M,UK,2,0,4,1400,7,Garage,1,218.48
A89188454,58,M,UK,12,0,3,1200,5,Garage,3,227.67
A89664889,78,M,UK,51,0,0,1200,3,Drive,7,216.01
A39779762,29,M,UK,2,0,3,1800,3,Garage,5,204.61
B37916955,43,F,UK,22,0,2,1400,6,Garage,10,224.93
B77999083,58,M,UK,33,0,2,1400,4,Garage,3,223.56
A53410702,55,F,UK,35,0,0,1400,3,Garage,2,194.97
B43530283,22,M,UK,2,0,4,1400,3,Garage,15,219.14
B63095890,65,M,UK,26,0,3,1200,2,Garage,6,224.95
B89797127,47,F,UK,11,0,0,1600,5,Road,6,215.13
B61715043,80,M,UK,21,0,4,1400,4,Garage,1,240.92
A93569866,44,F,UK,12,0,2,1400,7,Garage,2,215.92
A266293,59,F,UK,5,0,1,1400,3,Garage,1,189.17
A80997682,63,F,UK,35,0,4,1200,6,Drive,11,259.73
A38050908,60,F,UK,18,4,3,1200,3,Garage,6,236.11
B2237439,71,M,UK,11,4,3,1400,3,Road,14,264.69
B37806835,68,F,UK,19,0,0,1600,3,Garage,10,198.85
B32163238,50,F,UK,6,0,4,1400,5,Drive,1,234.11
B36757498,80,F,UK,8,0,3,1200,6,Road,14,254.23
A64680338,60,M,UK,2,0,2,1400,3,Road,9,222.37
A75853686,28,M,UK,10,0,4,1400,3,Road,19,257.15
A17910947,44,F,UK,1,0,0,1200,3,Garage,10,170.37
B48480192,40,F,UK,12,0,2,1200,6,Road,2,232.33
B58564134,28,F,UK,10,8,1,1400,3,Garage,19,229.81
A96739361,57,F,UK,15,4,2,1200,5,Garage,2,227.85
A92280736,71,M,UK,22,0,4,1200,6,Road,2,265.77
A83449912,24,F,UK,2,0,0,1200,2,Garage,4,160.86
B82886865,47,M,UK,2,0,2,1400,3,Garage,10,201.22
A77297251,50,F,UK,11,0,4,1400,3,Garage,1,224.15
B97468252,71,F,UK,30,0,4,1200,3,Road,15,265.41
B39609069,47,F,UK,3,0,2,1200,6,Garage,4,204.13
A45006882,45,F,UK,24,8,4,1200,2,Garage,1,250.04
B98798675,33,F,UK,1,0,2,1400,3,Garage,9,188.04
A29188105,55,F,UK,6,0,2,1400,7,Road,1,231.36
B49625782,44,M,UK,2,0,1,1400,4,Garage,1,187.32
A25353251,62,M,UK,7,0,1,1400,6,Garage,14,215.9
B96880466,79,F,UK,60,0,4,2000,7,Road,6,278.46
A34393377,63,M,UK,33,0,2,1200,2,Road,15,243.81
B75155108,28,M,UK,2,0,3,1200,6,Garage,1,208.34
B40774329,21,M,UK,4,8,3,1200,4,Road,8,258.45
A35881369,30,M,UK,2,0,2,1200,5,Garage,1,196.46
A47844628,45,M,UK,14,8,4,1800,3,Garage,5,260.36
A85128399,41,M,UK,12,0,3,2200,6,Garage,14,239.16
B33402193,34,M,UK,5,0,0,1200,6,Road,2,208.03
B46636292,67,M,UK,47,0,0,1400,5,Garage,5,212.12
A4715770,19,F,UK,2,8,3,1200,3,Road,5,241.87
A4480952,51,M,UK,11,4,0,1200,6,Garage,1,210.11
B83223028,55,M,UK,2,0,4,1200,5,Road,6,245.31
B13972138,28,M,UK,8,0,0,1400,2,Drive,1,183.56
A74435482,33,M,UK,12,0,1,1200,4,Garage,13,208.19
A39631363,31,F,UK,14,0,0,1400,6,Road,9,217.9
B43534673,22,F,UK,5,0,3,1200,3,Road,2,221.3
A30886094,18,F,UK,1,0,4,1400,3,Drive,6,208.79
A14116245,55,M,UK,15,0,4,1200,5,Garage,16,249.43
A46183231,47,F,UK,17,0,3,1400,5,Garage,11,231.95
B48696454,31,M,UK,5,0,1,1200,6,Garage,5,199.69
A41164092,25,M,UK,8,0,2,1400,2,Garage,14,205.05
A37847351,70,M,UK,46,0,1,1200,5,Garage,8,223.93
A33699938,49,M,UK,19,0,4,1200,3,Garage,2,232.39
B57579552,33,F,UK,4,8,0,1200,6,Drive,12,224.67
A22963212,66,M,UK,22,0,2,1200,3,Garage,1,215.14
B35532810,44,M,UK,14,0,2,1400,2,Road,4,226.05
B14793205,25,M,UK,8,0,4,1200,3,Garage,1,219.29
A93452353,25,M,UK,3,0,4,1400,2,Garage,2,207.6
B18550311,46,F,UK,2,0,0,1200,4,Garage,11,180.91
B47321938,27,F,UK,2,0,1,1200,3,Garage,16,186.81
B17475580,30,F,UK,11,0,3,1200,4,Garage,1,213.13
A79752341,55,F,UK,34,0,2,1200,3,Garage,17,225.97
B85829018,51,F,UK,10,0,2,1600,3,Garage,5,207.41
A87231419,57,M,UK,33,0,0,1400,6,Garage,17,220.03
A55037872,45,M,UK,15,0,0,1200,6,Garage,1,198.26
B76594756,56,F,UK,27,8,1,1400,3,Garage,2,229.71
B93244328,66,F,UK,46,0,0,1400,4,Garage,11,209.65
B80205772,60,F,UK,6,4,0,2000,8,Road,4,231.35
A97180770,40,F,UK,2,0,3,1400,4,Garage,2,203.36
A22930046,25,F,UK,3,4,4,1200,2,Garage,11,223.37
A77509679,45,F,UK,4,0,4,1200,5,Garage,6,225.25
A46129042,72,M,UK,29,0,2,1400,6,Garage,14,238.46
A53854984,52,F,UK,10,0,2,1600,4,Drive,1,216.2
B78086184,56,F,UK,26,0,0,1200,4,Garage,4,197.4
A82606005,73,M,UK,38,0,4,1400,6,Garage,14,260.74
B26401037,64,M,UK,11,0,0,1400,4,Garage,1,193.96
B25519333,52,M,UK,22,0,0,1400,6,Garage,1,203.25
B87974051,70,M,UK,19,0,0,1400,6,Road,7,229.25
A76843160,59,F,UK,29,4,0,1600,3,Garage,3,208.83
B9076823,52,M,UK,27,0,0,1400,3,Garage,11,203.65
A58205604,79,M,UK,36,0,3,1800,6,Garage,2,242.59
B30645780,31,F,UK,5,0,4,1200,4,Garage,5,220.28
B52842939,28,F,UK,7,0,0,1600,4,Road,5,203.6
B26327286,22,M,UK,1,4,2,1200,4,Garage,3,200.4
B91184124,45,M,UK,7,0,4,1400,5,Garage,4,232.9
A11222467,63,M,UK,46,0,4,1400,7,Garage,14,263.14
B34100057,34,M,UK,16,0,0,1400,3,Garage,2,188.86
A96053538,56,F,UK,14,0,3,1200,5,Garage,5,226.22
B93024826,44,M,UK,8,0,0,1200,5,Road,1,210.62
A2912221,46,M,UK,21,0,3,1400,4,Garage,17,239.29
A66057239,39,M,UK,6,0,4,1200,3,Garage,4,222.94
B47411268,22,F,UK,1,0,1,1600,6,Garage,10,185.51
B74604914,66,F,UK,31,0,2,1200,3,Garage,6,217.89
B85908043,78,M,UK,2,0,3,1200,3,Road,3,228.9
A15972627,53,F,UK,15,0,3,1200,5,Garage,1,223.14
B54337629,72,M,UK,54,0,3,1200,5,Road,6,263.83
A13321249,63,F,UK,24,0,3,1200,4,Garage,1,225.3
B84419702,54,F,UK,6,0,0,1600,2,Garage,17,187.98
B66268757,42,M,UK,5,4,1,1600,7,Garage,5,218.94
B83166226,74,F,UK,44,0,2,1200,3,Garage,4,220
B33322129,66,F,UK,6,4,2,1800,5,Garage,1,222.92
A42595280,19,F,UK,1,4,4,1400,6,Road,19,254.2
A66035004,25,F,UK,7,0,1,1600,5,Garage,10,199.67
B76462260,62,F,UK,15,0,1,1600,6,Road,5,231.46
A36517462,50,M,UK,11,0,0,1400,6,Garage,10,204.59
B72639025,18,F,UK,1,0,1,1400,5,Road,1,193.6
B70716317,45,F,UK,17,0,1,1200,2,Road,3,212.21
B10342242,29,M,UK,11,0,3,1600,6,Garage,4,226.1
B32374839,20,F,UK,2,0,2,1600,7,Garage,6,199.15
A62820079,67,M,UK,30,4,4,1400,5,Garage,2,259.46
B18699943,68,M,UK,8,0,1,1600,6,Garage,10,215.17
A42083839,43,F,UK,11,4,1,1200,3,Garage,4,207.9
A20593809,72,F,UK,44,0,0,1200,4,Garage,1,201.22
A53525433,69,F,UK,36,4,2,1200,3,Garage,12,237.57
B82110885,31,F,UK,3,0,1,1200,6,Garage,1,188.4
B79368532,36,F,UK,10,0,2,1600,3,Road,8,227.03
B15545504,43,M,UK,16,0,4,1400,4,Garage,1,233.78
A35293171,52,F,UK,25,0,2,1200,2,Garage,1,204.85
B98980204,72,M,UK,37,0,1,1200,2,Drive,5,215.79
B78759640,28,M,UK,9,0,1,1400,5,Drive,5,209.92
A42656384,37,F,UK,18,8,1,1600,4,Garage,2,227.65
B76613422,40,M,UK,21,0,0,1200,2,Garage,18,198.96
B73614973,72,F,UK,28,0,2,1400,4,Garage,6,222.38
A25444281,60,F,UK,6,0,1,1400,4,Garage,1,194.59
B22401953,26,M,UK,7,0,4,1200,6,Drive,1,235.77
B7191933,69,F,UK,37,0,0,1200,5,Road,2,223.27
A90259450,63,F,UK,36,0,0,1200,3,Road,1,214.71
B53067428,68,F,UK,50,0,4,1800,4,Garage,1,243.81
B19205558,25,M,UK,7,0,4,1800,7,Garage,1,231.54
A1931193,59,M,UK,29,0,4,1400,3,Drive,3,246.83
A8549970,78,F,UK,38,0,2,1200,2,Garage,2,212.25
A11825543,26,F,UK,2,0,4,1400,6,Garage,3,216.12
B44819917,38,F,UK,10,4,2,1200,3,Road,2,234.55
B45170447,67,F,UK,6,0,1,1200,4,Garage,1,194.71
B64935750,58,M,UK,15,8,4,1200,2,Road,6,276.31
A57733574,31,M,UK,8,0,0,1800,5,Garage,2,190.64
B76252334,35,M,UK,11,0,2,1200,5,Garage,4,213.74
A3199783,54,F,UK,36,0,4,1200,4,Garage,14,247.71
B96317097,44,M,UK,24,0,3,1400,6,Garage,1,232.61
B15165963,80,F,UK,55,0,3,1400,6,Garage,8,245.63
B98304722,27,F,UK,6,0,1,1200,6,Garage,1,192.84
A86342029,65,M,UK,15,4,3,1200,6,Garage,15,255.73
B2841833,40,M,UK,14,0,2,1200,5,Garage,3,215.93
A2306589,20,F,UK,2,0,0,1400,4,Road,16,199.02
A17364731,19,F,UK,2,0,2,1200,4,Garage,1,185.83
A94683003,69,F,UK,45,4,0,1200,5,Garage,15,228.57
A90442821,69,M,UK,49,0,3,1200,6,Garage,5,244.35
B14933866,21,M,UK,3,0,3,1200,3,Road,4,222.44
A2225801,72,M,UK,24,0,4,1400,5,Garage,8,249.72
A35837453,58,F,UK,28,0,3,1200,6,Garage,1,231.28
A53001883,47,M,UK,10,0,4,1400,3,Garage,17,239.69
A90930768,52,F,UK,30,0,4,1200,3,Garage,9,238.12
B60744483,75,M,UK,50,0,2,1200,2,Garage,6,221.33
B97374512,68,F,UK,19,0,3,1200,3,Garage,1,220.21
A65795102,28,F,UK,10,0,0,1400,5,Garage,3,187.16
B86146451,68,M,UK,48,0,2,1200,2,Garage,6,220.22
B87939803,60,M,UK,33,0,2,1200,3,Drive,1,225.63
A26885851,44,M,UK,1,0,3,1200,4,Garage,5,204.21
A75479876,54,M,UK,25,0,2,1400,7,Garage,1,226.63
B34634705,68,F,UK,30,0,0,1400,4,Road,3,220.07
B73943462,72,F,UK,4,0,1,1400,6,Garage,2,199.01
B95313338,40,M,UK,8,0,3,1600,5,Road,5,244.49
B32084132,29,M,UK,1,0,2,1600,7,Garage,12,205.37
A89816774,77,F,UK,11,0,4,1200,4,Garage,19,245.07
A55246259,80,F,UK,38,0,4,1600,6,Garage,1,247.74
A74286644,64,M,UK,19,0,2,1400,3,Garage,2,215.3
B39458146,73,F,UK,2,0,1,1600,3,Road,2,205.01
A855928,58,M,UK,9,0,2,1400,5,Road,3,236.14
B31491043,78,F,UK,33,0,0,2000,6,Garage,1,207.52
B48824348,52,F,UK,28,0,0,1200,3,Garage,2,191.97
B64259183,75,M,UK,23,0,2,1400,4,Road,1,241.13
A59481495,79,F,UK,24,0,3,1400,4,Garage,1,227.89
A89052797,25,M,UK,3,0,1,1600,3,Garage,5,186.08
A62310388,22,F,UK,3,8,2,1200,4,Garage,11,224.92
A35893410,72,M,UK,42,0,2,1200,3,Garage,4,223.41
B43024396,80,F,UK,3,0,2,1400,6,Garage,2,207.56
A33943736,26,F,UK,7,4,2,1600,4,Garage,2,213.94
A66746255,72,F,UK,52,0,2,2200,5,Drive,4,238.96
A46065200,24,F,UK,6,0,2,1400,6,Garage,5,205.87
A97721225,22,M,UK,4,0,4,1400,7,Garage,5,227.99
A63787947,39,F,UK,21,0,3,1400,6,Garage,10,233.78
B20111452,59,M,UK,38,0,4,1400,4,Garage,19,257.63
B87616776,36,F,UK,10,4,1,1400,3,Garage,1,204.09
B55775661,28,F,UK,5,0,4,1200,3,Garage,2,213.23
B61502484,44,F,UK,25,0,1,1200,6,Garage,18,221.77
A22392251,60,M,UK,12,0,1,1400,3,Garage,5,203.5
A4980010,68,F,UK,16,0,4,1200,3,Garage,17,241.64
A9148424,33,M,UK,16,0,1,1200,4,Drive,3,210.49
B33969231,31,M,UK,4,0,2,1200,2,Road,9,216.45
A88073438,44,M,UK,10,0,2,1200,5,Road,1,232.4
B95540594,47,M,UK,19,0,2,2400,8,Garage,1,227.8
A18936576,60,M,UK,19,8,4,1800,4,Garage,3,267.34
B45291278,51,M,UK,28,0,3,1400,5,Garage,3,234.19
A8329731,78,M,UK,57,0,0,1200,6,Garage,2,214.14
B56696969,73,F,UK,10,0,3,2200,3,Garage,4,221.07
B22460740,38,F,UK,10,0,1,1200,4,Road,2,215.06
A49816503,67,M,UK,33,0,1,1400,5,Garage,4,218.49
B87601846,37,M,UK,17,0,3,1600,7,Garage,4,233.59
A1980627,78,M,UK,8,0,3,1400,4,Garage,1,222.99
A67265001,28,M,UK,11,0,3,1200,4,Road,6,240.58
B79816331,23,M,UK,2,4,4,1200,6,Garage,2,230.9
B30978692,76,F,UK,10,0,3,1200,5,Garage,2,223.58
A97148854,22,M,UK,4,0,1,1200,2,Garage,5,180.51
B93997302,40,M,UK,4,0,3,1200,2,Garage,10,209.29
A10446339,33,F,UK,6,0,4,1200,4,Garage,2,219.84
B53078622,39,M,UK,18,0,3,1400,3,Garage,13,229.7
B34582156,24,M,UK,5,0,1,1600,4,Garage,11,198.47
B85384164,24,M,UK,5,0,2,1200,3,Garage,11,203.2
B21031941,40,F,UK,23,0,3,1600,5,Garage,3,227.34
A34170375,43,M,UK,3,0,1,1200,5,Garage,15,203.79
A92925845,50,M,UK,21,8,2,1200,5,Road,4,268.43
B81822108,59,F,UK,22,0,4,1200,2,Road,14,255.24
A51790161,70,M,UK,31,0,1,1400,7,Garage,12,229.23
A43681432,30,M,UK,11,0,3,1400,4,Garage,8,223.5
A42522667,45,M,UK,24,0,3,1400,3,Garage,3,225.15
B17219069,27,M,UK,2,0,1,1400,6,Drive,18,210.42
B60740924,28,F,UK,9,0,3,1200,6,Garage,3,217.98
A18204568,37,M,UK,3,4,1,1200,5,Garage,18,218.32
B49993692,67,M,UK,43,0,4,1800,3,Road,9,269.05
B38110846,33,F,UK,6,0,4,1400,6,Garage,6,229.22
B20187080,19,M,UK,2,0,0,2000,5,Drive,9,189.76
B97426702,67,F,UK,11,8,1,1400,4,Road,8,252.59
B65623037,75,F,UK,37,0,2,2000,6,Garage,1,228.12
B13517365,40,M,UK,19,0,3,1200,6,Road,1,249.21
A27746648,20,M,UK,3,0,2,1200,6,Garage,2,199.7
B75664673,78,F,UK,47,0,2,1200,6,Road,11,255.8
A93546452,44,F,UK,26,0,2,1200,4,Garage,2,213.87
B97102688,39,F,UK,21,0,0,1400,4,Garage,8,196.77
A92723189,60,M,UK,38,4,1,1200,5,Road,5,252.1
B5457818,22,F,UK,5,0,4,1200,5,Garage,7,222.11
A39135876,79,F,UK,30,4,0,1400,3,Garage,19,223.57
B84757873,24,F,UK,6,0,1,1800,4,Garage,10,195.72
B44228503,76,F,UK,23,4,2,1400,3,Drive,7,239.53
B1896747,32,F,UK,10,0,4,1200,6,Garage,3,229.89
B20207800,72,M,UK,37,0,1,1200,6,Garage,2,220.04
B99177530,58,M,UK,16,0,1,1200,5,Road,9,234.77
B2054067,23,F,UK,6,0,1,1200,4,Drive,2,194.95
A87308626,51,F,UK,6,0,0,1400,3,Garage,1,179.46
A80280629,67,M,UK,3,0,0,1400,3,Garage,1,180.1
A67547394,55,F,UK,17,4,0,1200,4,Road,6,228.79
A50050505,36,M,UK,1,0,2,1200,3,Garage,1,185.57
A98016341,57,F,UK,6,0,1,1200,4,Garage,2,194.21
B49745094,77,M,UK,24,0,4,1400,3,Road,2,258.64
A4414129,46,F,UK,20,0,2,1600,6,Garage,4,220.57
A71713022,36,F,UK,6,0,1,1600,3,Garage,2,188.14
A58974623,40,F,UK,22,0,1,1400,4,Garage,1,201.74
A83568725,52,M,UK,19,0,3,1400,3,Road,7,247.63
